en,fr,it,de,es,ko,kana
":[name=\n[1]]:I know my name... and little else. :[bloop_sound=voice_toriel,100,100]:",,,,":[name=\n[1]]:Recuerdo mi nombre... y poco más.:[bloop_sound=voice_toriel,100,100]:",,
":[name=Elder Theodrin]:Hm. :[bloop_sound=voice_asgore,100,100]:",,,,":[name=Anciano Theodrin]:Hm.:[bloop_sound=voice_asgore,100,100]:",,
":[name=Elder Theodrin]:You carried no supplies. No tools. Not even a Critter. :[bloop_sound=voice_asgore,100,100]:",,,,":[name=Anciano Theodrin]:No llevaba provisiones. Ni herramientas. Ni siquiera un Critter.:[bloop_sound=voice_asgore,100,100]:",,
":[name=Elder Theodrin]:That alone is... difficult to explain. :[bloop_sound=voice_asgore,100,100]:",,,,":[name=Anciano Theodrin]:Eso, por sí solo... es difícil de explicar.:[bloop_sound=voice_asgore,100,100]:",,
":[name=\n[1]]:I would explain it, if I could. :[bloop_sound=voice_toriel,100,100]:",,,,":[name=\n[1]]:Lo explicaría, si pudiera.:[bloop_sound=voice_toriel,100,100]:",,
":[name=Elder Theodrin]:Then we will not waste time guessing. :[bloop_sound=voice_asgore,100,100]:",,,,":[name=Anciano Theodrin]:Entonces no perderemos tiempo adivinando.:[bloop_sound=voice_asgore,100,100]:",,
":[name=Elder Theodrin]:If answers exist, they will not be found in Holtheim. :[bloop_sound=voice_asgore,100,100]:",,,,":[name=Anciano Theodrin]:Si existen respuestas, no las encontrará en Holtheim.:[bloop_sound=voice_asgore,100,100]:",,
":[name=\n[1]]:Where should I look? :[bloop_sound=voice_toriel,100,100]:",,,,":[name=\n[1]]:¿Dónde debería buscarlas?:[bloop_sound=voice_toriel,100,100]:",,
":[name=Elder Theodrin]:The Stoneveil Strata. :[bloop_sound=voice_asgore,100,100]:",,,,":[name=Anciano Theodrin]:En la Strata de Stoneveil.:[bloop_sound=voice_asgore,100,100]:",,
":[name=Elder Theodrin]:The human registry and archives are kept there. :[bloop_sound=voice_asgore,100,100]:",,,,":[name=Anciano Theodrin]:El registro humano y el archivo se encuentra ahí.:[bloop_sound=voice_asgore,100,100]:",,
":[name=Elder Theodrin]:If your past was recorded... it will be there. :[bloop_sound=voice_asgore,100,100]:",,,,":[name=Anciano Theodrin]:Si su pasado fue registrado... será allí donde lo encuentre.:[bloop_sound=voice_asgore,100,100]:",,
":[name=\n[1]]:Then that is where I will go. :[bloop_sound=voice_toriel,100,100]:",,,,":[name=\n[1]]:Entonces iré allí.:[bloop_sound=voice_toriel,100,100]:",,
":[name=Elder Theodrin]:You will pass through the Gildroot Reserve. :[bloop_sound=voice_asgore,100,100]:",,,,":[name=Anciano Theodrin]:Deberá cruzar la Reserva Gildroot.:[bloop_sound=voice_asgore,100,100]:",,
":[name=Elder Theodrin]:A forest gifted by the Elven Kingdom. :[bloop_sound=voice_asgore,100,100]:",,,,":[name=Anciano Theodrin]:Un bosque que fue regalado por el Reino Élfico.:[bloop_sound=voice_asgore,100,100]:",,
":[name=Elder Theodrin]:Beyond it lies Brumhollow. :[bloop_sound=voice_asgore,100,100]:",,,,":[name=Anciano Theodrin]:Más allá se encuentra Brumhollow.:[bloop_sound=voice_asgore,100,100]:",,
":[name=Elder Theodrin]:You will find others like yourself there. :[bloop_sound=voice_asgore,100,100]:",,,,":[name=Anciano Theodrin]:Allí encontrará a otros como usted.:[bloop_sound=voice_asgore,100,100]:",,
":[name=Elder Theodrin]:Travel between strata is restricted. :[bloop_sound=voice_asgore,100,100]:",,,,":[name=Anciano Theodrin]:El tránsito entre strata está regulado.:[bloop_sound=voice_asgore,100,100]:",,
":[name=Elder Theodrin]:You will need to prove yourself in a trial before going deeper. :[bloop_sound=voice_asgore,100,100]:",,,,":[name=Anciano Theodrin]:Tendrá que demostrar su valía en una prueba antes de descender más.:[bloop_sound=voice_asgore,100,100]:",,
":[name=\n[1]]:I understand. :[bloop_sound=voice_toriel,100,100]:",,,,":[name=\n[1]]:Entiendo.:[bloop_sound=voice_toriel,100,100]:",,
":[name=Elder Theodrin]:You should not travel alone! :[bloop_sound=voice_asgore,100,100]:",,,,":[name=Anciano Theodrin]:No debería viajar solo!:[bloop_sound=voice_asgore,100,100]:",,
":[name=Elder Theodrin]:Take this Critter! :[bloop_sound=voice_asgore,100,100]:",,,,":[name=Anciano Theodrin]:Tome este Critter!:[bloop_sound=voice_asgore,100,100]:",,
":[name=Elder Theodrin]:Cindlet. A common one, but reliable. :[bloop_sound=voice_asgore,100,100]:",,,,":[name=Anciano Theodrin]:Cindlet. Es Critter común, pero es confiable.:[bloop_sound=voice_asgore,100,100]:",,
":[name=\n[1]]:...I will see that it is well cared for. :[bloop_sound=voice_toriel,100,100]:",,,,":[name=\n[1]]:...Me aseguraré de cuidarlo bien.:[bloop_sound=voice_toriel,100,100]:",,
":[name=Elder Theodrin]: It will grow alongside you. In ways shaped by the path you choose.:[bloop_sound=voice_asgore,100,100]:",,,,":[name=Anciano Theodrin]: La forma en que crezca junto a usted dependerán del camino que elija.:[bloop_sound=voice_asgore,100,100]:",,
":[name=\n[1]]:Then I will choose that path with care. :[bloop_sound=voice_toriel,100,100]:",,,,":[name=\n[1]]:Entonces elegiré ese camino con cuidado.:[bloop_sound=voice_toriel,100,100]:",,
":[name=Elder Theodrin]:One more thing. :[bloop_sound=voice_asgore,100,100]:",,,,":[name=Anciano Theodrin]: Una cosa más.:[bloop_sound=voice_asgore,100,100]:",,
":[name=Elder Theodrin]:Take this Bestiary. :[bloop_sound=voice_asgore,100,100]:",,,,":[name=Anciano Theodrin]: Tome este Bestiario.:[bloop_sound=voice_asgore,100,100]:",,
":[name=Elder Theodrin]:It will help you keep track of the Critters you encounter. :[bloop_sound=voice_asgore,100,100]:",,,,":[name=Anciano Theodrin]: Le ayudará a llevar registro de los Critters que encuentre.:[bloop_sound=voice_asgore,100,100]:",,
":[name=Elder Theodrin]:Knowledge is as valuable as strength in the layers below. :[bloop_sound=voice_asgore,100,100]:",,,,":[name=Anciano Theodrin]: El conocimiento es tan valioso como la fuerza en las capas inferiores.:[bloop_sound=voice_asgore,100,100]:",,
":[name=\n[1]]:I will make good use of it. :[bloop_sound=voice_toriel,100,100]:",,,,":[name=\n[1]]:Le daré un buen uso.:[bloop_sound=voice_toriel,100,100]:",,
":[name=Elder Theodrin]:Speak with the blacksmith before you leave. :[bloop_sound=voice_asgore,100,100]:",,,,":[name=Anciano Theodrin]: Hable con el herrero antes de partir.:[bloop_sound=voice_asgore,100,100]:",,
":[name=Elder Theodrin]:The tunnels ahead are not forgiving. You will need a pickaxe! :[bloop_sound=voice_asgore,100,100]:",,,,":[name=Anciano Theodrin]: Los túneles no son indulgentes, el le proveerá de un pico.:[bloop_sound=voice_asgore,100,100]:",,
":[name=\n[1]]:Understood. :[bloop_sound=voice_toriel,100,100]:",,,,":[name=\n[1]]:Entendido.:[bloop_sound=voice_toriel,100,100]:",,
":[name=Elder Theodrin]:... :[bloop_sound=voice_asgore,100,100]:",,,,":[name=Anciano Theodrin]:...:[bloop_sound=voice_asgore,100,100]:",,
":[name=Elder Theodrin]:Go on, \n[1] :[bloop_sound=voice_asgore,100,100]:",,,,":[name=Anciano Theodrin]:Adelante, \n[1] .:[bloop_sound=voice_asgore,100,100]:",,
":[name=Elder Theodrin]:The deeper you travel... the more you will come to understand. :[bloop_sound=voice_asgore,100,100]:",,,,":[name=Anciano Theodrin]:Mientras más descienda... más llegará a comprender.:[bloop_sound=voice_asgore,100,100]:",,
":[name=\n[1]]:Elder Theodrin... :[bloop_sound=voice_toriel,100,100]:",,,,":[name=\n[1]]:Anciano Theodrin...:[bloop_sound=voice_toriel,100,100]:",,
":[name=\n[1]]:You have my thanks. For your help... and your guidance. :[bloop_sound=voice_toriel,100,100]:",,,,":[name=\n[1]]:Tiene mi agradecimiento. Por su ayuda... y su guía.:[bloop_sound=voice_toriel,100,100]:",,
":[name=\n[1]]:I will not forget it.:[bloop_sound=voice_toriel,100,100]:",,,,":[name=\n[1]]:No lo olvidaré.:[bloop_sound=voice_toriel,100,100]:",,
":[name=\n[1]]:I will see this through.:[bloop_sound=voice_toriel,100,100]:",,,,":[name=\n[1]]:Llegaré hasta el final, no importa qué.:[bloop_sound=voice_toriel,100,100]:",,
":[name=Elder Theodrin]:You should pay a visit to Durgan the Blacksmith before leaving Holtheim. :[bloop_sound=voice_asgore,100,100]:",,,,":[name=Anciano Theodrin]: Deberías ver a el herrero Durgan antes de partir.:[bloop_sound=voice_asgore,100,100]",,
":[name=Inn Lady Elara]:Hey \n[1] im just cleaning around.:[bloop_sound=voice_flowey,100,100]:",,,,":[name=Posadera Elara]:Hola, \n[1]. Solo estoy limpiando un poco por aquí.:[bloop_sound=voice_flowey,100,100]:",,
":[name=Inn Lady Elara]:If you plan on heading beyond Holtheim, you should stop by the shop and stock up on supplies!:[bloop_sound=voice_flowey,100,100]:",,,,":[name=Posadera Elara]:Si piensa aventurarse más allá de Holtheim, debería pasar por la tienda y abastecerse de suministros.:[bloop_sound=voice_flowey,100,100]:",,
":[name=\n[1]]:Very well. I shall visit the blacksmith before leaving the village.:[bloop_sound=voice_toriel,100,100]:",,,,":[name=\n[1]]:Muy bien. Visitaré al herrero antes de abandonar la aldea.:[bloop_sound=voice_toriel,100,100]:",,
":[name=\n[1]]:Thank you, lady. I will make sure to prepare before setting out.:[bloop_sound=voice_toriel,100,100]:",,,,":[name=\n[1]]:Gracias, señorita. Me aseguraré de prepararme antes de partir.:[bloop_sound=voice_toriel,100,100]:",,
":[name=Inn Lady Elara]:Hehe... you're quite well-mannered, aren't you? Still, better safe than sorry!:[bloop_sound=voice_flowey,100,100]:",,,,":[name=Posadera Elara]:Jeje... qué modales tan refinados tiene. Aun así, más vale prevenir que lamentar.:[bloop_sound=voice_flowey,100,100]:",,
":[name=Inn Lady Elara]:The room to the left is always open for you, dear.:[bloop_sound=voice_flowey,100,100]:",,,,":[name=Posadera Elara]:Puede descansar en la habitación de la izquierda siempre que lo necesite.:[bloop_sound=voice_flowey,100,100]:",,
":[name=\n[1]]:Thank you. I truly appreciate it.:[bloop_sound=voice_toriel,100,100]:",,,,":[name=\n[1]]:Gracias. Se lo agradezco de verdad.:[bloop_sound=voice_toriel,100,100]:",,
":[name=Blacksmith Durgan]:Not now, lad! I'm busy!:[bloop_sound=voice_asgore,100,100]:",,,,":[name=Herrero Durgan]:¡Ahora no, muchacho! ¡Estoy ocupado!:[bloop_sound=voice_asgore,100,100]:",,
":[name=Blacksmith Durgan]:Not now, lass! I'm busy!:[bloop_sound=voice_asgore,100,100]:",,,,":[name=Herrero Durgan]:¡Ahora no, muchacha! ¡Estoy ocupado!:[bloop_sound=voice_asgore,100,100]:",,
":[name=\n[1]]:This armor... its craftsmanship is remarkable.:[bloop_sound=voice_toriel,100,100]:",,,,":[name=\n[1]]:Esta armadura... su calidad es extraordinaria.:[bloop_sound=voice_toriel,100,100]:",,
":[name=Blacksmith Durgan]:Hoho! Fine work, ain't it? A proper dwarf's forge should catch the eye before the heat does!:[bloop_sound=voice_asgore,100,100]:",,,,":[name=Herrero Durgan]:¡Jojo! ¡Le echó el ojo a mi mejor armadura! No cualquiera puede trabajar el acero como un enano.:[bloop_sound=voice_asgore,100,100]:",,
":[name=\n[1]]:You must be Durgan the blacksmith.:[bloop_sound=voice_toriel,100,100]:",,,,":[name=\n[1]]:Debes ser Durgan el herrero.:[bloop_sound=voice_toriel,100,100]:",,
":[name=Blacksmith Durgan]:Aye, that I am. Keep yer distance from the furnace unless ye fancy losin' yer eyebrows.:[bloop_sound=voice_asgore,100,100]:",,,,":[name=Herrero Durgan]:Así es. Y mantenga su distancia de la forja, a menos que quiera quedarse sin cejas.:[bloop_sound=voice_asgore,100,100]:",,
":[name=Blacksmith Durgan]:Blacksmithin' is a craft passed down through generations of dwarfs. Steel, stone, fire... all of it speaks to those willing to listen.:[bloop_sound=voice_asgore,100,100]:",,,,":[name=Herrero Durgan]:La herrería es un arte que los enanos hemos heredado por generaciones. El acero, la piedra y el fuego... todos tienen algo que decir si sabe escucharlos.:[bloop_sound=voice_asgore,100,100]:",,
":[name=Blacksmith Durgan]:Elder Theodrin told me about ye. Dwarfs and humans have lived side by side since long before the terrible war. Holtheim wouldn't stand without both.:[bloop_sound=voice_asgore,100,100]:",,,,":[name=Herrero Durgan]:El anciano Theodrin me habló de ti. Enanos y humanos han vivido juntos desde mucho antes de la terrible guerra. Holtheim no existiría sin ambos.:[bloop_sound=voice_asgore,100,100]:",,
":[name=Blacksmith Durgan]:So the elder sent ye for a pickaxe, eh? Hoho! I'll forge ye one free of charge... but I'll need ye to gather the materials first.:[bloop_sound=voice_asgore,100,100]:",,,,":[name=Herrero Durgan]:Así que el anciano lo mandó por un pico, ¿eh? ¡Jojo! Puedo forjarle uno sin cobrarle... pero antes tendrá que traerme los materiales.:[bloop_sound=voice_asgore,100,100]:",,
":[name=\n[1]]:Very well. What materials will you require?:[bloop_sound=voice_toriel,100,100]:",,,,":[name=\n[1]]:Muy bien. ¿Qué materiales requerirá?:[bloop_sound=voice_toriel,100,100]:",,
":[name=Blacksmith Durgan]:Raw Copper. Good sturdy metal for a beginner's tool, 10 units will do.:[bloop_sound=voice_asgore,100,100]:",,,,":[name=Herrero Durgan]:Cobre bruto. Buen metal, resistente y fácil de trabajar. Diez unidades serán suficientes.:[bloop_sound=voice_asgore,100,100]:",,
":[name=Blacksmith Durgan]:Ye can find copper veins just beyond Holtheim's northern exit.:[bloop_sound=voice_asgore,100,100]:",,,,":[name=Herrero Durgan]:Encontraras vetas de cobre pasando hacía la salida norte de Holtheim.:[bloop_sound=voice_asgore,100,100]:",,
":[name=\n[1]]:I understand. I shall return shortly. :[bloop_sound=voice_toriel,100,100]:",,,,":[name=\n[1]]:Entiendo. Volveré en breve.:[bloop_sound=voice_toriel,100,100]:",,
":[name=Blacksmith Durgan]:Have ye gathered the Raw Copper yet?:[bloop_sound=voice_asgore,100,100]:",,,,":[name=Herrero Durgan]:¿Ya reunió el cobre en bruto?:[bloop_sound=voice_asgore,100,100]:",,
":[name=Blacksmith Durgan]:Remember, I need Raw Copper 10 units will do. Looks like this.:[bloop_sound=voice_asgore,100,100]:",,,,":[name=Herrero Durgan]:Recuerda, necesito cobre en bruto. 10 unidades bastarán. Se ve así.:[bloop_sound=voice_asgore,100,100]:",,
":[name=\n[1]]:I see. I will return once I have gathered enough.:[bloop_sound=voice_toriel,100,100]:",,,,":[name=\n[1]]:Ya veo. Volveré cuando haya reunido lo suficiente.:[bloop_sound=voice_toriel,100,100]:",,
":[name=Child Vivi]:I saw some Batlings over there!:[bloop_sound=voice_flowey,100,100]:",,,,":[name=Niña Vivi]:¡Vi algunos Batlings por allí!:[bloop_sound=voice_flowey,100,100]:",,
":[name=Child Tansy]:Ehehe... let's throw rocks at them!:[bloop_sound=voice_flowey,100,100]:",,,,":[name=Niña Tansy]:Ejeje... ¡vamos a tirarles piedras!:[bloop_sound=voice_flowey,100,100]:",,
":[name=Child Vivi]:Yeah! Let's scare those ugly things away!:[bloop_sound=voice_flowey,100,100]:",,,,":[name=Niña Vivi]:¡Sí! ¡Ahuyentemos a esas cosas feas!:[bloop_sound=voice_flowey,100,100]:",,
":[name=\n[1]]:I do not believe that is a wise idea... :[bloop_sound=voice_toriel,100,100]:",,,,":[name=\n[1]]:No creo que sea una idea muy prudente...:[bloop_sound=voice_toriel,100,100]:",,
":[name=Child Vivi]:Look at their little fangs... gross!:[bloop_sound=voice_flowey,100,100]:",,,,":[name=Niña Vivi]:Mira sus pequeños colmillos... ¡qué asco!:[bloop_sound=voice_flowey,100,100]:",,
":[name=Child Tansy]:They're always flying around the village at night. They're creepy!:[bloop_sound=voice_flowey,100,100]:",,,,":[name=Niña Tansy]:Siempre están volando alrededor del pueblo por la noche. ¡Dan miedo!:[bloop_sound=voice_flowey,100,100]:",,
":[name=Child Vivi]:W-Wah!! Help! They're attacking us!!:[bloop_sound=voice_flowey,100,100]:",,,,":[name=Niña Vivi]:¡W-Wah!! ¡Ayuda! ¡Nos están atacando!!:[bloop_sound=voice_flowey,100,100]:",,
":[name=Child Tansy]:Make them go away!! :[bloop_sound=voice_flowey,100,100]:",,,,":[name=Niña Tansy]:¡¡Que se vayan!!:[bloop_sound=voice_flowey,100,100]:",,
":[name=\n[1]]:I had a feeling something like this would happen...:[bloop_sound=voice_toriel,100,100]:",,,,":[name=\n[1]]:Tenía la sensación de que pasaría algo así...:[bloop_sound=voice_toriel,100,100]:",,
":[name=\n[1]]:Cindlet, let us help them!:[bloop_sound=voice_toriel,100,100]:",,,,":[name=\n[1]]:¡Cindlet, debemos ayudarlas!:[bloop_sound=voice_toriel,100,100]:",,
":[name=Child Vivi]:Th-Thank you...:[bloop_sound=voice_flowey,100,100]:",,,,":[name=Niña Vivi]:Gr-Gracias...:[bloop_sound=voice_flowey,100,100]:",,
":[name=Child Tansy]:We were just trying to scare them a little...:[bloop_sound=voice_flowey,100,100]:",,,,":[name=Niña Tansy]:N-No queríamos hacerles daño... solo asustarlos un poco...:[bloop_sound=voice_flowey,100,100]:",,
":[name=\n[1]]:Critters are living creatures, not toys for your amusement.:[bloop_sound=voice_toriel,100,100]:",,,,":[name=\n[1]]:Los Critters son seres vivos, no juguetes para su entretenimiento.:[bloop_sound=voice_toriel,100,100]:",,
":[name=Child Vivi]:...Sorry.:[bloop_sound=voice_flowey,100,100]:",,,,":[name=Niña Vivi]:...Lo sentimos.:[bloop_sound=voice_flowey,100,100]:",,
":[name=Child Tansy]:We won't throw rocks at them anymore...:[bloop_sound=voice_flowey,100,100]:",,,,":[name=Niña Tansy]:Ya no les tiraremos piedras...:[bloop_sound=voice_flowey,100,100]:",,
":[name=\n[1]]:That battle felt strangely natural.:[bloop_sound=voice_toriel,100,100]:",,,,":[name=\n[1]]:Esa batalla se sintió extrañamente natural.:[bloop_sound=voice_toriel,100,100]:",,
":[name=\n[1]]:Almost as if my body already knew what to do before I could even think.:[bloop_sound=voice_toriel,100,100]:",,,,":[name=\n[1]]:Como si mi cuerpo ya supiera qué hacer antes de que pudiera pensarlo.:[bloop_sound=voice_toriel,100,100]:",,
":[name=\n[1]]:Perhaps... I am more familiar with battling than I realize.:[bloop_sound=voice_toriel,100,100]:",,,,":[name=\n[1]]:Quizá... sé más sobre combatir de lo que imaginaba.:[bloop_sound=voice_toriel,100,100]:",,
