en,fr,it,de,es,ko,kana
Quite an appealing move.,Une Démonstration qui plaît énormément.,Quite an appealing move.,Quite an appealing move.,Quite an appealing move.,Quite an appealing move.,Quite an appealing move.
Effectiveness varies depending on when it is used.,Une Démonstration qui plaît plus ou moins selon le moment où elle est exécutée.,Effectiveness varies depending on when it is used.,Effectiveness varies depending on when it is used.,Effectiveness varies depending on when it is used.,Effectiveness varies depending on when it is used.,Effectiveness varies depending on when it is used.
Badly startles all Critter that successfully showed their appeal.,Effraie beaucoup tous les Critter qui ont eu du succès.,Badly startles all Critter that successfully showed their appeal.,Badly startles all Critter that successfully showed their appeal.,Badly startles all Critter that successfully showed their appeal.,Badly startles all Critter that successfully showed their appeal.,Badly startles all Critter that successfully showed their appeal.
Quite an appealing move.,Une Démonstration qui plaît énormément.,Quite an appealing move.,Quite an appealing move.,Quite an appealing move.,Quite an appealing move.,Quite an appealing move.
Badly startles the last Critter to act before the user.,Effraie beaucoup le Critter qui vient de faire sa Démonstration.,Badly startles the last Critter to act before the user.,Badly startles the last Critter to act before the user.,Badly startles the last Critter to act before the user.,Badly startles the last Critter to act before the user.,Badly startles the last Critter to act before the user.
Temporarily stops the crowd from growing excited.,Rend le public moins enthousiaste pendant un certain temps après cette Démonstration.,Temporarily stops the crowd from growing excited.,Temporarily stops the crowd from growing excited.,Temporarily stops the crowd from growing excited.,Temporarily stops the crowd from growing excited.,Temporarily stops the crowd from growing excited.
"A very appealing move, but after using this move, the user is more easily startled.","Une Démonstration très plaisante, mais le Critter sera aisément effrayé par la suite.","A very appealing move, but after using this move, the user is more easily startled.","A very appealing move, but after using this move, the user is more easily startled.","A very appealing move, but after using this move, the user is more easily startled.","A very appealing move, but after using this move, the user is more easily startled.","A very appealing move, but after using this move, the user is more easily startled."
"A very appealing move, but after using this move, the user is more easily startled.","Une Démonstration très plaisante, mais le Critter sera aisément effrayé par la suite.","A very appealing move, but after using this move, the user is more easily startled.","A very appealing move, but after using this move, the user is more easily startled.","A very appealing move, but after using this move, the user is more easily startled.","A very appealing move, but after using this move, the user is more easily startled.","A very appealing move, but after using this move, the user is more easily startled."
"A very appealing move, but after using this move, the user is more easily startled.","Une Démonstration très plaisante, mais le Critter sera aisément effrayé par la suite.","A very appealing move, but after using this move, the user is more easily startled.","A very appealing move, but after using this move, the user is more easily startled.","A very appealing move, but after using this move, the user is more easily startled.","A very appealing move, but after using this move, the user is more easily startled.","A very appealing move, but after using this move, the user is more easily startled."
Works great if the user goes last this turn.,Une Démonstration d'autant plus réussie qu'elle est lancée tard.,Works great if the user goes last this turn.,Works great if the user goes last this turn.,Works great if the user goes last this turn.,Works great if the user goes last this turn.,Works great if the user goes last this turn.
Startles the last Critter to act before the user.,Effraie le Critter qui vient de faire sa Démonstration.,Startles the last Critter to act before the user.,Startles the last Critter to act before the user.,Startles the last Critter to act before the user.,Startles the last Critter to act before the user.,Startles the last Critter to act before the user.
Badly startles Critter that used a move of the same type.,Effraie énormément les Critter qui ont fait une Démonstration du même type.,Badly startles Critter that used a move of the same type.,Badly startles Critter that used a move of the same type.,Badly startles Critter that used a move of the same type.,Badly startles Critter that used a move of the same type.,Badly startles Critter that used a move of the same type.
Effectiveness varies depending on when it is used.,Une Démonstration qui plaît plus ou moins selon le moment où elle est exécutée.,Effectiveness varies depending on when it is used.,Effectiveness varies depending on when it is used.,Effectiveness varies depending on when it is used.,Effectiveness varies depending on when it is used.,Effectiveness varies depending on when it is used.
Badly startles Critter that the audience has high expectations of.,Effraie énormément le Critter qui a l'attention du public.,Badly startles Critter that the audience has high expectations of.,Badly startles Critter that the audience has high expectations of.,Badly startles Critter that the audience has high expectations of.,Badly startles Critter that the audience has high expectations of.,Badly startles Critter that the audience has high expectations of.
Startles the last Critter to act before the user.,Effraie le Critter qui vient de faire sa Démonstration.,Startles the last Critter to act before the user.,Startles the last Critter to act before the user.,Startles the last Critter to act before the user.,Startles the last Critter to act before the user.,Startles the last Critter to act before the user.
Works great if the user goes last this turn.,Une Démonstration d'autant plus réussie qu'elle est lancée tard.,Works great if the user goes last this turn.,Works great if the user goes last this turn.,Works great if the user goes last this turn.,Works great if the user goes last this turn.,Works great if the user goes last this turn.
Causes the user to move later on the next turn.,Permet de faire la prochaine Démonstration plus tard au tour suivant.,Causes the user to move later on the next turn.,Causes the user to move later on the next turn.,Causes the user to move later on the next turn.,Causes the user to move later on the next turn.,Causes the user to move later on the next turn.
Makes the remaining Critter nervous.,Rend nerveux tous les Critter qui font une Démonstration après celle-ci.,Makes the remaining Critter nervous.,Makes the remaining Critter nervous.,Makes the remaining Critter nervous.,Makes the remaining Critter nervous.,Makes the remaining Critter nervous.
Makes audience expect little of other contestants.,Détourne l'attention du public des autres Critter.,Makes audience expect little of other contestants.,Makes audience expect little of other contestants.,Makes audience expect little of other contestants.,Makes audience expect little of other contestants.,Makes audience expect little of other contestants.
An appealing move that can be used repeatedly without boring the audience.,Peut être utilisé plusieurs fois sans ennuyer le public.,An appealing move that can be used repeatedly without boring the audience.,An appealing move that can be used repeatedly without boring the audience.,An appealing move that can be used repeatedly without boring the audience.,An appealing move that can be used repeatedly without boring the audience.,An appealing move that can be used repeatedly without boring the audience.
Makes the remaining Critter nervous.,Rend nerveux tous les Critter qui font une Démonstration après celle-ci.,Makes the remaining Critter nervous.,Makes the remaining Critter nervous.,Makes the remaining Critter nervous.,Makes the remaining Critter nervous.,Makes the remaining Critter nervous.
Brings down the energy of any Critter that have already used a move this turn.,Diminue la confiance des Critter qui ont fait leur Démonstration.,Brings down the energy of any Critter that have already used a move this turn.,Brings down the energy of any Critter that have already used a move this turn.,Brings down the energy of any Critter that have already used a move this turn.,Brings down the energy of any Critter that have already used a move this turn.,Brings down the energy of any Critter that have already used a move this turn.
Quite an appealing move.,Une Démonstration qui plaît énormément.,Quite an appealing move.,Quite an appealing move.,Quite an appealing move.,Quite an appealing move.,Quite an appealing move.
Quite an appealing move.,Une Démonstration qui plaît énormément.,Quite an appealing move.,Quite an appealing move.,Quite an appealing move.,Quite an appealing move.,Quite an appealing move.
Prevents the user from being startled until the turn ends.,Évite d'être effrayé par les autres Critter.,Prevents the user from being startled until the turn ends.,Prevents the user from being startled until the turn ends.,Prevents the user from being startled until the turn ends.,Prevents the user from being startled until the turn ends.,Prevents the user from being startled until the turn ends.
Quite an appealing move.,Une Démonstration qui plaît énormément.,Quite an appealing move.,Quite an appealing move.,Quite an appealing move.,Quite an appealing move.,Quite an appealing move.
Works better the more the crowd is excited.,Une Démonstration qui plaît plus si le public est enthousiaste.,Works better the more the crowd is excited.,Works better the more the crowd is excited.,Works better the more the crowd is excited.,Works better the more the crowd is excited.,Works better the more the crowd is excited.
Startles all of the Critter to act before the user.,Effraie tous les Critter qui ont fait leur Démonstration.,Startles all of the Critter to act before the user.,Startles all of the Critter to act before the user.,Startles all of the Critter to act before the user.,Startles all of the Critter to act before the user.,Startles all of the Critter to act before the user.
Badly startles the last Critter to act before the user.,Effraie beaucoup le Critter qui vient de faire sa Démonstration.,Badly startles the last Critter to act before the user.,Badly startles the last Critter to act before the user.,Badly startles the last Critter to act before the user.,Badly startles the last Critter to act before the user.,Badly startles the last Critter to act before the user.
Badly startles all of the Critter to act before the user.,Effraie beaucoup tous les Critter qui ont fait leur Démonstration.,Badly startles all of the Critter to act before the user.,Badly startles all of the Critter to act before the user.,Badly startles all of the Critter to act before the user.,Badly startles all of the Critter to act before the user.,Badly startles all of the Critter to act before the user.
Makes audience expect little of other contestants.,Détourne l'attention du public des autres Critter.,Makes audience expect little of other contestants.,Makes audience expect little of other contestants.,Makes audience expect little of other contestants.,Makes audience expect little of other contestants.,Makes audience expect little of other contestants.
Startles the last Critter to act before the user.,Effraie le Critter qui vient de faire sa Démonstration.,Startles the last Critter to act before the user.,Startles the last Critter to act before the user.,Startles the last Critter to act before the user.,Startles the last Critter to act before the user.,Startles the last Critter to act before the user.
Startles the last Critter to act before the user.,Effraie le Critter qui vient de faire sa Démonstration.,Startles the last Critter to act before the user.,Startles the last Critter to act before the user.,Startles the last Critter to act before the user.,Startles the last Critter to act before the user.,Startles the last Critter to act before the user.
Startles all other Critter. User cannot act in the next turn.,"Bloque tous les autres Critter, mais perd un tour de Démonstration.",Startles all other Critter. User cannot act in the next turn.,Startles all other Critter. User cannot act in the next turn.,Startles all other Critter. User cannot act in the next turn.,Startles all other Critter. User cannot act in the next turn.,Startles all other Critter. User cannot act in the next turn.
Quite an appealing move.,Une Démonstration qui plaît énormément.,Quite an appealing move.,Quite an appealing move.,Quite an appealing move.,Quite an appealing move.,Quite an appealing move.
Affected by how well the previous Critter's move went.,Dépend de la façon dont la Démonstration du Critter précédent se passe.,Affected by how well the previous Critter's move went.,Affected by how well the previous Critter's move went.,Affected by how well the previous Critter's move went.,Affected by how well the previous Critter's move went.,Affected by how well the previous Critter's move went.
"A very appealing move, but after using this move, the user is more easily startled.","Une Démonstration très plaisante, mais le Critter sera aisément effrayé par la suite.","A very appealing move, but after using this move, the user is more easily startled.","A very appealing move, but after using this move, the user is more easily startled.","A very appealing move, but after using this move, the user is more easily startled.","A very appealing move, but after using this move, the user is more easily startled.","A very appealing move, but after using this move, the user is more easily startled."
Works better the later it is used in a turn.,Une Démonstration d'autant plus réussie qu'elle est lancée tard.,Works better the later it is used in a turn.,Works better the later it is used in a turn.,Works better the later it is used in a turn.,Works better the later it is used in a turn.,Works better the later it is used in a turn.
Works great if the user goes last this turn.,Une Démonstration d'autant plus réussie qu'elle est lancée tard.,Works great if the user goes last this turn.,Works great if the user goes last this turn.,Works great if the user goes last this turn.,Works great if the user goes last this turn.,Works great if the user goes last this turn.
An appealing move that can be used repeatedly without boring the audience.,Peut être utilisé plusieurs fois sans ennuyer le public.,An appealing move that can be used repeatedly without boring the audience.,An appealing move that can be used repeatedly without boring the audience.,An appealing move that can be used repeatedly without boring the audience.,An appealing move that can be used repeatedly without boring the audience.,An appealing move that can be used repeatedly without boring the audience.
Quite an appealing move.,Une Démonstration qui plaît énormément.,Quite an appealing move.,Quite an appealing move.,Quite an appealing move.,Quite an appealing move.,Quite an appealing move.
Quite an appealing move.,Une Démonstration qui plaît énormément.,Quite an appealing move.,Quite an appealing move.,Quite an appealing move.,Quite an appealing move.,Quite an appealing move.
Startles the last Critter to act before the user.,Effraie le Critter qui vient de faire sa Démonstration.,Startles the last Critter to act before the user.,Startles the last Critter to act before the user.,Startles the last Critter to act before the user.,Startles the last Critter to act before the user.,Startles the last Critter to act before the user.
"Gets the Critter pumped up. Helps prevent nervousness, too.",Augmente la confiance du Critter et diminue sa nervosité.,"Gets the Critter pumped up. Helps prevent nervousness, too.","Gets the Critter pumped up. Helps prevent nervousness, too.","Gets the Critter pumped up. Helps prevent nervousness, too.","Gets the Critter pumped up. Helps prevent nervousness, too.","Gets the Critter pumped up. Helps prevent nervousness, too."
"Gets the Critter pumped up. Helps prevent nervousness, too.",Augmente la confiance du Critter et diminue sa nervosité.,"Gets the Critter pumped up. Helps prevent nervousness, too.","Gets the Critter pumped up. Helps prevent nervousness, too.","Gets the Critter pumped up. Helps prevent nervousness, too.","Gets the Critter pumped up. Helps prevent nervousness, too.","Gets the Critter pumped up. Helps prevent nervousness, too."
Quite an appealing move.,Une Démonstration qui plaît énormément.,Quite an appealing move.,Quite an appealing move.,Quite an appealing move.,Quite an appealing move.,Quite an appealing move.
Affected by how well the previous Critter's move went.,Dépend de la façon dont la Démonstration du Critter précédent se passe.,Affected by how well the previous Critter's move went.,Affected by how well the previous Critter's move went.,Affected by how well the previous Critter's move went.,Affected by how well the previous Critter's move went.,Affected by how well the previous Critter's move went.
Brings down the energy of any Critter that have already used a move this turn.,Diminue la confiance des Critter qui ont fait leur Démonstration.,Brings down the energy of any Critter that have already used a move this turn.,Brings down the energy of any Critter that have already used a move this turn.,Brings down the energy of any Critter that have already used a move this turn.,Brings down the energy of any Critter that have already used a move this turn.,Brings down the energy of any Critter that have already used a move this turn.
Badly startles all Critter that successfully showed their appeal.,Effraie beaucoup tous les Critter qui ont eu du succès.,Badly startles all Critter that successfully showed their appeal.,Badly startles all Critter that successfully showed their appeal.,Badly startles all Critter that successfully showed their appeal.,Badly startles all Critter that successfully showed their appeal.,Badly startles all Critter that successfully showed their appeal.
Badly startles all of the Critter to act before the user.,Effraie beaucoup tous les Critter qui ont fait leur Démonstration.,Badly startles all of the Critter to act before the user.,Badly startles all of the Critter to act before the user.,Badly startles all of the Critter to act before the user.,Badly startles all of the Critter to act before the user.,Badly startles all of the Critter to act before the user.
"A very appealing move, but after using this move, the user is more easily startled.","Une Démonstration très plaisante, mais le Critter sera aisément effrayé par la suite.","A very appealing move, but after using this move, the user is more easily startled.","A very appealing move, but after using this move, the user is more easily startled.","A very appealing move, but after using this move, the user is more easily startled.","A very appealing move, but after using this move, the user is more easily startled.","A very appealing move, but after using this move, the user is more easily startled."
Startles the last Critter to act before the user.,Effraie le Critter qui vient de faire sa Démonstration.,Startles the last Critter to act before the user.,Startles the last Critter to act before the user.,Startles the last Critter to act before the user.,Startles the last Critter to act before the user.,Startles the last Critter to act before the user.
An appealing move that can be used repeatedly without boring the audience.,Peut être utilisé plusieurs fois sans ennuyer le public.,An appealing move that can be used repeatedly without boring the audience.,An appealing move that can be used repeatedly without boring the audience.,An appealing move that can be used repeatedly without boring the audience.,An appealing move that can be used repeatedly without boring the audience.,An appealing move that can be used repeatedly without boring the audience.
Temporarily stops the crowd from growing excited.,Rend le public moins enthousiaste pendant un certain temps après cette Démonstration.,Temporarily stops the crowd from growing excited.,Temporarily stops the crowd from growing excited.,Temporarily stops the crowd from growing excited.,Temporarily stops the crowd from growing excited.,Temporarily stops the crowd from growing excited.
Quite an appealing move.,Une Démonstration qui plaît énormément.,Quite an appealing move.,Quite an appealing move.,Quite an appealing move.,Quite an appealing move.,Quite an appealing move.
Quite an appealing move.,Une Démonstration qui plaît énormément.,Quite an appealing move.,Quite an appealing move.,Quite an appealing move.,Quite an appealing move.,Quite an appealing move.
Badly startles all of the Critter to act before the user.,Effraie beaucoup tous les Critter qui ont fait leur Démonstration.,Badly startles all of the Critter to act before the user.,Badly startles all of the Critter to act before the user.,Badly startles all of the Critter to act before the user.,Badly startles all of the Critter to act before the user.,Badly startles all of the Critter to act before the user.
Works better the more the crowd is excited.,Une Démonstration qui plaît plus si le public est enthousiaste.,Works better the more the crowd is excited.,Works better the more the crowd is excited.,Works better the more the crowd is excited.,Works better the more the crowd is excited.,Works better the more the crowd is excited.
Quite an appealing move.,Une Démonstration qui plaît énormément.,Quite an appealing move.,Quite an appealing move.,Quite an appealing move.,Quite an appealing move.,Quite an appealing move.
Badly startles all Critter that successfully showed their appeal.,Effraie beaucoup tous les Critter qui ont eu du succès.,Badly startles all Critter that successfully showed their appeal.,Badly startles all Critter that successfully showed their appeal.,Badly startles all Critter that successfully showed their appeal.,Badly startles all Critter that successfully showed their appeal.,Badly startles all Critter that successfully showed their appeal.
Badly startles all Critter that successfully showed their appeal.,Effraie beaucoup tous les Critter qui ont eu du succès.,Badly startles all Critter that successfully showed their appeal.,Badly startles all Critter that successfully showed their appeal.,Badly startles all Critter that successfully showed their appeal.,Badly startles all Critter that successfully showed their appeal.,Badly startles all Critter that successfully showed their appeal.
Prevents the user from being startled one time this turn.,Évite une fois d'être effrayé par un autre Critter.,Prevents the user from being startled one time this turn.,Prevents the user from being startled one time this turn.,Prevents the user from being startled one time this turn.,Prevents the user from being startled one time this turn.,Prevents the user from being startled one time this turn.
Brings down the energy of any Critter that have already used a move this turn.,Diminue la confiance des Critter qui ont fait leur Démonstration.,Brings down the energy of any Critter that have already used a move this turn.,Brings down the energy of any Critter that have already used a move this turn.,Brings down the energy of any Critter that have already used a move this turn.,Brings down the energy of any Critter that have already used a move this turn.,Brings down the energy of any Critter that have already used a move this turn.
Quite an appealing move.,Une Démonstration qui plaît énormément.,Quite an appealing move.,Quite an appealing move.,Quite an appealing move.,Quite an appealing move.,Quite an appealing move.
Quite an appealing move.,Une Démonstration qui plaît énormément.,Quite an appealing move.,Quite an appealing move.,Quite an appealing move.,Quite an appealing move.,Quite an appealing move.
Badly startles all of the Critter to act before the user.,Effraie beaucoup tous les Critter qui ont fait leur Démonstration.,Badly startles all of the Critter to act before the user.,Badly startles all of the Critter to act before the user.,Badly startles all of the Critter to act before the user.,Badly startles all of the Critter to act before the user.,Badly startles all of the Critter to act before the user.
"Gets the Critter pumped up. Helps prevent nervousness, too.",Augmente la confiance du Critter et diminue sa nervosité.,"Gets the Critter pumped up. Helps prevent nervousness, too.","Gets the Critter pumped up. Helps prevent nervousness, too.","Gets the Critter pumped up. Helps prevent nervousness, too.","Gets the Critter pumped up. Helps prevent nervousness, too.","Gets the Critter pumped up. Helps prevent nervousness, too."
Causes the user to move earlier on the next turn.,Permet de faire la prochaine Démonstration plus tôt au tour suivant.,Causes the user to move earlier on the next turn.,Causes the user to move earlier on the next turn.,Causes the user to move earlier on the next turn.,Causes the user to move earlier on the next turn.,Causes the user to move earlier on the next turn.
Causes the user to move earlier on the next turn.,Permet de faire la prochaine Démonstration plus tôt au tour suivant.,Causes the user to move earlier on the next turn.,Causes the user to move earlier on the next turn.,Causes the user to move earlier on the next turn.,Causes the user to move earlier on the next turn.,Causes the user to move earlier on the next turn.
Badly startles all of the Critter to act before the user.,Effraie beaucoup tous les Critter qui ont fait leur Démonstration.,Badly startles all of the Critter to act before the user.,Badly startles all of the Critter to act before the user.,Badly startles all of the Critter to act before the user.,Badly startles all of the Critter to act before the user.,Badly startles all of the Critter to act before the user.
Prevents the user from being startled until the turn ends.,Évite d'être effrayé par les autres Critter.,Prevents the user from being startled until the turn ends.,Prevents the user from being startled until the turn ends.,Prevents the user from being startled until the turn ends.,Prevents the user from being startled until the turn ends.,Prevents the user from being startled until the turn ends.
An appealing move that can be used repeatedly without boring the audience.,Peut être utilisé plusieurs fois sans ennuyer le public.,An appealing move that can be used repeatedly without boring the audience.,An appealing move that can be used repeatedly without boring the audience.,An appealing move that can be used repeatedly without boring the audience.,An appealing move that can be used repeatedly without boring the audience.,An appealing move that can be used repeatedly without boring the audience.
Shows off the Critter's appeal about as well as the move used just before it.,Une Démonstration aussi réussie que celle du Critter précédent.,Shows off the Critter's appeal about as well as the move used just before it.,Shows off the Critter's appeal about as well as the move used just before it.,Shows off the Critter's appeal about as well as the move used just before it.,Shows off the Critter's appeal about as well as the move used just before it.,Shows off the Critter's appeal about as well as the move used just before it.
Makes audience expect little of other contestants.,Détourne l'attention du public des autres Critter.,Makes audience expect little of other contestants.,Makes audience expect little of other contestants.,Makes audience expect little of other contestants.,Makes audience expect little of other contestants.,Makes audience expect little of other contestants.
"Gets the Critter pumped up. Helps prevent nervousness, too.",Augmente la confiance du Critter et diminue sa nervosité.,"Gets the Critter pumped up. Helps prevent nervousness, too.","Gets the Critter pumped up. Helps prevent nervousness, too.","Gets the Critter pumped up. Helps prevent nervousness, too.","Gets the Critter pumped up. Helps prevent nervousness, too.","Gets the Critter pumped up. Helps prevent nervousness, too."
Works well if it is the same type as the move used by the last Critter.,Une Démonstration qui plaît si elle est du même type que celle du Critter précédent.,Works well if it is the same type as the move used by the last Critter.,Works well if it is the same type as the move used by the last Critter.,Works well if it is the same type as the move used by the last Critter.,Works well if it is the same type as the move used by the last Critter.,Works well if it is the same type as the move used by the last Critter.
Prevents the user from being startled one time this turn.,Évite une fois d'être effrayé par un autre Critter.,Prevents the user from being startled one time this turn.,Prevents the user from being startled one time this turn.,Prevents the user from being startled one time this turn.,Prevents the user from being startled one time this turn.,Prevents the user from being startled one time this turn.
Prevents the user from being startled until the turn ends.,Évite d'être effrayé par les autres Critter.,Prevents the user from being startled until the turn ends.,Prevents the user from being startled until the turn ends.,Prevents the user from being startled until the turn ends.,Prevents the user from being startled until the turn ends.,Prevents the user from being startled until the turn ends.
Startles the last Critter to act before the user.,Effraie le Critter qui vient de faire sa Démonstration.,Startles the last Critter to act before the user.,Startles the last Critter to act before the user.,Startles the last Critter to act before the user.,Startles the last Critter to act before the user.,Startles the last Critter to act before the user.
Badly startles Critter that the audience has high expectations of.,Effraie énormément le Critter qui a l'attention du public.,Badly startles Critter that the audience has high expectations of.,Badly startles Critter that the audience has high expectations of.,Badly startles Critter that the audience has high expectations of.,Badly startles Critter that the audience has high expectations of.,Badly startles Critter that the audience has high expectations of.
Prevents the user from being startled one time this turn.,Évite une fois d'être effrayé par un autre Critter.,Prevents the user from being startled one time this turn.,Prevents the user from being startled one time this turn.,Prevents the user from being startled one time this turn.,Prevents the user from being startled one time this turn.,Prevents the user from being startled one time this turn.
Prevents the user from being startled one time this turn.,Évite une fois d'être effrayé par un autre Critter.,Prevents the user from being startled one time this turn.,Prevents the user from being startled one time this turn.,Prevents the user from being startled one time this turn.,Prevents the user from being startled one time this turn.,Prevents the user from being startled one time this turn.
Prevents the user from being startled until the turn ends.,Évite d'être effrayé par les autres Critter.,Prevents the user from being startled until the turn ends.,Prevents the user from being startled until the turn ends.,Prevents the user from being startled until the turn ends.,Prevents the user from being startled until the turn ends.,Prevents the user from being startled until the turn ends.
Prevents the user from being startled one time this turn.,Évite une fois d'être effrayé par un autre Critter.,Prevents the user from being startled one time this turn.,Prevents the user from being startled one time this turn.,Prevents the user from being startled one time this turn.,Prevents the user from being startled one time this turn.,Prevents the user from being startled one time this turn.
